text,intent
kandungan protein orak arik telur buncis berapa,cari_nutrisi
cek gizi ikan kakap goreng tepung,cari_nutrisi
hai,salam
minta resep sapi hati sosis (liverworst),cari_resep
kalori tahu cabe garem berapa,cari_kalori
kalori aktivitas fisikya,cari_kalori_olahraga
hei,salam
cek kalori sapi lada hitam mix sosis,cari_kalori
selamat siang,salam
halo bot,salam
info nutrisi mie kol kuning,cari_nutrisi
makasih,terima_kasih
halo bot,salam
info kalori olahragaya,cari_kalori_olahraga
halo,salam
info kalori olahraga,cari_kalori_olahraga
kalori lele kuah pedas berapa,cari_kalori
bahan untuk membuat ca kol wortel udang,cari_resep
ajari aku bikin sayur ikan cucut/peh + tahu,cari_resep
info kalori olahraga,cari_kalori_olahraga
terima kasih,terima_kasih
terima kasih banyakya,terima_kasih
nutrisi semur tambusu (iso sapi isi telor tahu) ala kudus apa saja,cari_nutrisi
heiya,salam
olahraga membakar berapa kaloriya,cari_kalori_olahraga
apa kandungan gizi gulai kambing arab tips mengolah daging kambing kitaberbagi,cari_nutrisi
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
makasihya,terima_kasih
hai,salam
selamat siang,salam
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
thanks,terima_kasih
kandungan protein ikan musang mentah berapa,cari_nutrisi
halo botya,salam
info nutrisi udang saos tiram,cari_nutrisi
cek gizi subway classic tuna sandwich,cari_nutrisi
halo bot,salam
kalori olahraga dong,cari_kalori_olahraga
ajari aku bikin sate ikan tenggiri sehat menu diet mayo enak..,cari_resep
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
cek gizi orek telur fusilli prpasta,cari_nutrisi
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
halo,salam
selamat pagiya,salam
selamat siang,salam
kikil tahu pedas endoll. ada berapa kalorinya,cari_kalori
permisiya,salam
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
makasihya,terima_kasih
cek kalori mayo hot sarden,cari_kalori
heiya,salam
kalori olahraga dong,cari_kalori_olahraga
hitung kalori tahu fantasi ala qeela's kitchen,cari_kalori
thanksya,terima_kasih
orak arik telur buncis bikin gemuk gak ya?,cari_kalori
olahraga membakar berapa kalori,cari_kalori_olahraga
haiya,salam
kalori olahraga dongya,cari_kalori_olahraga
olahraga membakar berapa kaloriya,cari_kalori_olahraga
ajari aku bikin tahu kemangi ungkep,cari_resep
heiya,salam
bahan untuk membuat 8. kering tempe tahu pedas manis,cari_resep
info kalori olahraga,cari_kalori_olahraga
terima kasih banyak,terima_kasih
halo,salam
kandungan kalori meiji plain crackers (isi 4 bungkus),cari_kalori
hitung kalori olahragaya,cari_kalori_olahraga
info kalori olahragaya,cari_kalori_olahraga
terima kasih banyakya,terima_kasih
kandungan kalori kikil tahu pedas endoll.,cari_kalori
"cara masak burung, sarang, segar",cari_resep
hitung kalori rendang daging sapi(resep alm ibuku),cari_kalori
selamat siangya,salam
langkah memasak kue bangen,cari_resep
berapa kalori carman's bircher muesli,cari_kalori
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
olahraga membakar berapa kaloriya,cari_kalori_olahraga
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
selamat pagiya,salam
permisiya,salam
info nutrisi udang + putih telur saus teriyaki,cari_nutrisi
halo bot,salam
permisi,salam
haloya,salam
thanks,terima_kasih
thanksya,terima_kasih
haiya,salam
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
info nutrisi pindang tempe & udang,cari_nutrisi
info nutrisi tahu remet enak #5,cari_nutrisi
selamat pagi,salam
selamat siangya,salam
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
selamat pagiya,salam
ok makasih,terima_kasih
olahraga membakar berapa kalori,cari_kalori_olahraga
selamat pagi,salam
cek gizi oseng daging sapi simpel enak 🐴,cari_nutrisi
langkah memasak nugget tahu mie wortel,cari_resep
ok makasih,terima_kasih
langkah memasak ayam brewok ayam goreng lengkuas,cari_resep
kandungan kalori tahu tempe santan sederhana,cari_kalori
olahraga membakar berapa kalori,cari_kalori_olahraga
kandungan protein tempe goreng biasa berapa,cari_nutrisi
kandungan kalori tumis tempe buncis,cari_kalori
kalori aktivitas fisikya,cari_kalori_olahraga
terima kasihya,terima_kasih
selamat siang,salam
hitung kalori lobak hijau matang,cari_kalori
"info kalori nila panggang kemangi nyemek, dong",cari_kalori
kandungan kalori tumis tempe tomat,cari_kalori
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
berapa protein dan lemak di bali 3t pedas tahu tempe tongkol,cari_nutrisi
olahraga membakar berapa kalori,cari_kalori_olahraga
resep yogurt greek yummy blueberry dong,cari_resep
resep mentega apel dong,cari_resep
kalori olahraga dongya,cari_kalori_olahraga
"langkah memasak soto kambing ala bunda derrell, #kita berbagi",cari_resep
olahraga membakar berapa kalori,cari_kalori_olahraga
terima kasih banyak,terima_kasih
kalori olahraga dongya,cari_kalori_olahraga
selamat malamya,salam
info nutrisi udang panggang blackpepper (easy),cari_nutrisi
kalori olahraga dongya,cari_kalori_olahraga
bagaimana cara membuat sambal ikan kembung,cari_resep
ok makasih,terima_kasih
makasih,terima_kasih
kalori aktivitas fisik,cari_kalori_olahraga
selamat siangya,salam
nutrisi kwaci apa saja,cari_nutrisi
kandungan protein yogurt beku coklat berapa,cari_nutrisi
haiya,salam
kandungan kalori udang bakar madu,cari_kalori
kalkulator kalori olahraga,cari_kalori_olahraga
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
kalori olahraga dong,cari_kalori_olahraga
makasih ya,terima_kasih
cek kalori .ayam kecap cabe ijo,cari_kalori
thanks,terima_kasih
olahraga membakar berapa kalori,cari_kalori_olahraga
halo bot,salam
info kalori olahraga,cari_kalori_olahraga
info kalori olahraga,cari_kalori_olahraga
berapa kalori sandwich dengan daging sapi panggang,cari_kalori
terima kasihya,terima_kasih
frikase kambing dgn daun pulowaras pulosari makan khas yunani ada berapa kalorinya,cari_kalori
selamat malam,salam
hitung kalori olahragaya,cari_kalori_olahraga
haiya,salam
kalori olahraga dongya,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
langkah memasak bubur syurbah / bubur arab,cari_resep
resep nila lada hitam dong,cari_resep
selamat pagiya,salam
selamat malam,salam
kalori aktivitas fisik,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
terima kasih banyakya,terima_kasih
terima kasihya,terima_kasih
kalori aktivitas fisikya,cari_kalori_olahraga
kalori aktivitas fisikya,cari_kalori_olahraga
bagaimana cara membuat sop balungan ayam,cari_resep
hai,salam
selamat pagi,salam
berapa kalori daun semanggi segar,cari_kalori
kalori aktivitas fisik,cari_kalori_olahraga
makasih,terima_kasih
olahraga membakar berapa kaloriya,cari_kalori_olahraga
kandungan kalori oseng tempe kacang panjang saus tiram,cari_kalori
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
bagaimana cara membuat beef & tofu sauce teriyaki pedas,cari_resep
bagaimana cara membuat lele goreng simpel,cari_resep
kandungan protein bakwan udang crispy berapa,cari_nutrisi
terima kasih banyak,terima_kasih
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
halo,salam
kalori olahraga dongya,cari_kalori_olahraga
halo,salam
olahraga membakar berapa kalori,cari_kalori_olahraga
terima kasihya,terima_kasih
info kalori olahraga,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
hai,salam
heiya,salam
kalori aktivitas fisik,cari_kalori_olahraga
kandungan protein bihun jagung udang berapa,cari_nutrisi
permisi,salam
thanks,terima_kasih
thanks,terima_kasih
cek gizi tahu cabe garem,cari_nutrisi
hitung kalori jus jeruk bali putih,cari_kalori
cara masak kambing krengsengan,cari_resep
bagaimana cara membuat tumis kacang panjang udang (no msg),cari_resep
selamat siang,salam
makasih ya,terima_kasih
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
makasih ya,terima_kasih
bagaimana cara membuat keju cheddar,cari_resep
kandungan protein sate kambing goreng/kambing qurban #kitaberbagi berapa,cari_nutrisi
info kalori tongseng kambing cabe merah (tanpa santan) dong,cari_kalori
makasih yaya,terima_kasih
terima kasihya,terima_kasih
thanksya,terima_kasih
terima kasih banyakya,terima_kasih
selamat siangya,salam
thanks,terima_kasih
terima kasih,terima_kasih
hei,salam
dendeng ragi ebi kitaberbagi bikin gemuk gak ya?,cari_kalori
makasih,terima_kasih
selamat malam,salam
thanksya,terima_kasih
halo bot,salam
olahraga membakar berapa kaloriya,cari_kalori_olahraga
kalori nila masak kemangi ala joshe (pindang nila) berapa,cari_kalori
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
cara masak tempe tepung,cari_resep
selamat malamya,salam
tahu mentah bikin gemuk gak ya?,cari_kalori
mau tahu kalori pete tumis sambal udang,cari_kalori
langkah memasak daun kubis segar,cari_resep
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
selamat malam,salam
selamat malam,salam
selamat siang,salam
olahraga membakar berapa kaloriya,cari_kalori_olahraga
buntil bikin gemuk gak ya?,cari_kalori
kalkulator kalori olahraga,cari_kalori_olahraga
berapa protein dan lemak di tahu remet enak #5,cari_nutrisi
olahraga membakar berapa kalori,cari_kalori_olahraga
thanks,terima_kasih
halo,salam
cek kalori rambutan kalengan,cari_kalori
hitung kalori tempe bacem simpel yummy,cari_kalori
cek gizi tahu ulek,cari_nutrisi
selamat pagiya,salam
cek gizi oseng iwak klotok,cari_nutrisi
kalori shiratake nyemek orak arik telur ala kadar nya ketopadcptelur berapa,cari_kalori
haloya,salam
info kalori olahraga,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
makasih yaya,terima_kasih
hai,salam
terima kasihya,terima_kasih
apa kandungan gizi 10 tempe cabe garam,cari_nutrisi
terima kasih banyakya,terima_kasih
kalori olahraga dong,cari_kalori_olahraga
detail nutrisi untuk daging sapi sayur teriyaki,cari_nutrisi
minta resep pepes kembung,cari_resep
cara masak tempe tahu goreng rempah,cari_resep
terima kasih banyakya,terima_kasih
heiya,salam
makasih ya,terima_kasih
mau tahu kalori 2t g(telor terong goreng)simpel enak,cari_kalori
terima kasihya,terima_kasih
info kalori olahraga,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
detail nutrisi untuk tongseng kambing simpel n mantap,cari_nutrisi
mau tahu kalori orek tempe saus tiram,cari_kalori
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
info kalori olahraga,cari_kalori_olahraga
hitung kalori olahraga,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
berapa protein dan lemak di jules drestrooper speculoos,cari_nutrisi
kalori aktivitas fisikya,cari_kalori_olahraga
heiya,salam
selamat siang,salam
halo botya,salam
hitung kalori olahragaya,cari_kalori_olahraga
makasih ya,terima_kasih
cek gizi sop ayam sosis (ayam goreng),cari_nutrisi
haiya,salam
tiram timur kalengan bikin gemuk gak ya?,cari_kalori
olahraga membakar berapa kaloriya,cari_kalori_olahraga
thanks,terima_kasih
thanks,terima_kasih
terima kasihya,terima_kasih
thanksya,terima_kasih
kalori olahraga dong,cari_kalori_olahraga
makasih yaya,terima_kasih
makasih,terima_kasih
olahraga membakar berapa kalori,cari_kalori_olahraga
selamat pagiya,salam
kalkulator kalori olahraga,cari_kalori_olahraga
ajari aku bikin biskuit dengan telur,cari_resep
selamat siangya,salam
apakah sop iga sapi praktis kalorinya tinggi,cari_kalori
info nutrisi a&w burger cheeseburger,cari_nutrisi
olahraga membakar berapa kalori,cari_kalori_olahraga
apa kandungan gizi sambal goreng hati ampela tempe,cari_nutrisi
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
langkah memasak biokul plain yogurt,cari_resep
terima kasih banyak,terima_kasih
info kalori olahragaya,cari_kalori_olahraga
mau tahu kalori udang goreng mentega sederhana,cari_kalori
detail nutrisi untuk semur telor,cari_nutrisi
hitung kalori kopi indocafe cappuccino,cari_kalori
bagaimana cara membuat ikan musang mentah,cari_resep
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
makasih ya,terima_kasih
resep chicken doritos dong,cari_resep
hei,salam
ok makasihya,terima_kasih
info kalori jules drestrooper speculoos dong,cari_kalori
ok makasihya,terima_kasih
hitung kalori olahragaya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
kalkulator kalori olahraga,cari_kalori_olahraga
thanksya,terima_kasih
halo,salam
info nutrisi mie goreng isi udang sosis bakso dan sayur,cari_nutrisi
hei,salam
bahan untuk membuat gurandil,cari_resep
halo,salam
mau tahu kalori tahu tempe santan sederhana,cari_kalori
apakah tumis tempe labu siam dan cecek kulit sapi kalorinya tinggi,cari_kalori
terima kasihya,terima_kasih
kalori olahraga dongya,cari_kalori_olahraga
bahan untuk membuat sambal goreng udang petai,cari_resep
heiya,salam
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
kalori aktivitas fisik,cari_kalori_olahraga
permisiya,salam
info nutrisi tumis udang buncis kembang kol,cari_nutrisi
sup panci bikin gemuk gak ya?,cari_kalori
berapa kalori terbakar saat olahraga,cari_kalori_olahraga
selamat siang,salam
olahraga membakar berapa kalori,cari_kalori_olahraga
hitung kalori olahragaya,cari_kalori_olahraga
ok makasih,terima_kasih
bolabola tahu isi sosis ada berapa kalorinya,cari_kalori
halo,salam
mau tahu kalori sayur santan tahu kentang,cari_kalori
berapa pembakaran kalori saat senam atau lari,cari_kalori_olahraga
kari (utk martabak / ragit) ada berapa kalorinya,cari_kalori
heiya,salam
terima kasih banyakya,terima_kasih
info kalori sop iga sapi gurih dong,cari_kalori
info nutrisi cha brokoli udang,cari_nutrisi
olahraga membakar berapa kaloriya,cari_kalori_olahraga
selamat malam,salam
info kalori olahragaya,cari_kalori_olahraga
hitung kalori tumis tahu sawi putih,cari_kalori
hitung kalori bakso iga sapi,cari_kalori
info kalori egg on egg ala yemima dong,cari_kalori
apakah sop daging sapi (kuah sop iga super gampang modal iris cemplung) kalorinya tinggi,cari_kalori
apakah udang bakar madu kalorinya tinggi,cari_kalori
selamat siangya,salam
selamat siang,salam
cek kalori beef macaroni teflon,cari_kalori
bagaimana cara membuat tumis udang balado,cari_resep
kalori aktivitas fisik,cari_kalori_olahraga
berapa kalori terbakar saat olahragaya,cari_kalori_olahraga
halo bot,salam
ajari aku bikin oseng daging sapi simpel enak 🐴,cari_resep
info kalori olahragaya,cari_kalori_olahraga
kalkulator kalori olahraga,cari_kalori_olahraga
minta resep telur cabe ijo telur balado ijo,cari_resep
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
kalau olahraga bakar berapa kalori,cari_kalori_olahraga
kalau olahraga bakar berapa kaloriya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
hai,salam
selamat malam,salam
selamat siang,salam
makasih ya,terima_kasih
terima kasih banyakya,terima_kasih
langkah memasak perkedel tahu enak simple anti ribet,cari_resep
hai,salam
hei,salam
kalkulator kalori olahraga,cari_kalori_olahraga
mau tahu kalori bakso goreng ayam udang,cari_kalori
"info kalori tumis e-ktp (ebi, kacang panjang, tempe, pete) dong",cari_kalori
ajari aku bikin beef teriyaki simple ala annisa ellen,cari_resep
info kalori olahragaya,cari_kalori_olahraga
ajari aku bikin sukiyaki masakan,cari_resep
heiya,salam
info kalori ikan baung segar dong,cari_kalori
apa kandungan gizi steak tempe,cari_nutrisi
info kalori olahragaya,cari_kalori_olahraga
cilor aci goreng telor bikin gemuk gak ya?,cari_kalori
cara masak rendang sapi maknyuuuuss,cari_resep
"bagaimana cara membuat ketimun, mentimun, timun, segar",cari_resep
kalori olahraga dong,cari_kalori_olahraga
ok makasihya,terima_kasih
"kandungan kalori sambel goreng sawi putih,tahu & kentang",cari_kalori
langkah memasak pindang tempe & udang,cari_resep
kalori 04 kari ayam berapa,cari_kalori
hitung kalori olahragaya,cari_kalori_olahraga
info nutrisi chicken pop corn salted egg,cari_nutrisi
thanksya,terima_kasih
langkah memasak ikan musang mentah,cari_resep
haiya,salam
kalori olahraga dong,cari_kalori_olahraga
minta resep chiken telur,cari_resep
ok makasih,terima_kasih
halo bot,salam
berapa kalori tahu sutra tumis tauco,cari_kalori
selamat siangya,salam
makasih ya,terima_kasih
olahraga membakar berapa kaloriya,cari_kalori_olahraga
terima kasih banyakya,terima_kasih
kalori olahraga dong,cari_kalori_olahraga
cek kalori angsio tahu ala indah,cari_kalori
olahraga membakar berapa kaloriya,cari_kalori_olahraga
haloya,salam
kandungan protein sempol ayam tergampang berapa,cari_nutrisi
kalori olahraga dong,cari_kalori_olahraga
olahraga membakar berapa kalori,cari_kalori_olahraga
detail nutrisi untuk nugget tempe simple,cari_nutrisi
selamat siang,salam
makasih yaya,terima_kasih
langkah memasak telur dadar lembut,cari_resep
thanks,terima_kasih
hitung kalori olahragaya,cari_kalori_olahraga
makasih,terima_kasih
makasih,terima_kasih
bagaimana cara membuat kari (utk martabak / ragit),cari_resep
selamat malamya,salam
terima kasihya,terima_kasih
thanksya,terima_kasih
olahraga membakar berapa kaloriya,cari_kalori_olahraga
hitung kalori olahraga,cari_kalori_olahraga
"cara masak kentang tempe tumbuk, aneka finger food & salmon",cari_resep
thanksya,terima_kasih
halo bot,salam
hitung kalori olahraga,cari_kalori_olahraga
halo,salam
apa kandungan gizi nugget dori,cari_nutrisi
makasih ya,terima_kasih
halo bot,salam
selamat siang,salam
"cek gizi daun pare, segar",cari_nutrisi
cek gizi tahu sutra tumis tauco,cari_nutrisi
hitung kalori olahragaya,cari_kalori_olahraga
terima kasihya,terima_kasih
info nutrisi kwaci,cari_nutrisi
olahraga membakar berapa kaloriya,cari_kalori_olahraga
berapa pembakaran kalori saat senam atau lariya,cari_kalori_olahraga
